#ID=PREDICTION;GOLDSTANDARD;THRESHOLD
#labels 0=AGAINST 1=FAVOR 2=NONE
#Wed Dec 09 11:56:25 CET 2015
tweets1640.xml=1,0,0;1,0,0;-1.0
tweets373.xml=0,0,1;1,0,0;-1.0
tweets837.xml=0,0,1;0,0,1;-1.0
tweets966.xml=0,0,1;0,1,0;-1.0
tweets1867.xml=0,0,1;1,0,0;-1.0
tweets120.xml=1,0,0;1,0,0;-1.0
tweets1996.xml=1,0,0;1,0,0;-1.0
tweets2701.xml=1,0,0;1,0,0;-1.0
tweets713.xml=0,0,1;0,1,0;-1.0
tweets1150.xml=0,0,1;0,1,0;-1.0
tweets2464.xml=1,0,0;0,1,0;-1.0
tweets2593.xml=0,1,0;1,0,0;-1.0
tweets1614.xml=1,0,0;1,0,0;-1.0
tweets347.xml=1,0,0;0,0,1;-1.0
tweets1743.xml=0,0,1;1,0,0;-1.0
tweets476.xml=1,0,0;1,0,0;-1.0
tweets1377.xml=0,0,1;0,0,1;-1.0
tweets2211.xml=0,0,1;1,0,0;-1.0
tweets2340.xml=1,0,0;0,1,0;-1.0
tweets223.xml=1,0,0;1,0,0;-1.0
tweets860.xml=0,0,1;0,0,1;-1.0
tweets2804.xml=0,1,0;0,0,1;-1.0
tweets1124.xml=0,1,0;0,1,0;-1.0
tweets2438.xml=1,0,0;1,0,0;-1.0
tweets1253.xml=1,0,0;1,0,0;-1.0
tweets1890.xml=0,0,1;0,1,0;-1.0
tweets2567.xml=0,0,1;1,0,0;-1.0
tweets1717.xml=0,0,1;1,0,0;-1.0
tweets579.xml=1,0,0;0,1,0;-1.0
tweets1000.xml=0,0,1;0,1,0;-1.0
tweets2314.xml=1,0,0;1,0,0;-1.0
tweets370.xml=0,1,0;0,0,1;-1.0
tweets834.xml=0,0,1;0,1,0;-1.0
tweets2077.xml=0,0,1;0,1,0;-1.0
tweets963.xml=0,0,1;0,0,1;-1.0
tweets1227.xml=0,0,1;0,1,0;-1.0
tweets1864.xml=0,0,1;1,0,0;-1.0
tweets1993.xml=0,1,0;0,1,0;-1.0
tweets710.xml=0,1,0;0,0,1;-1.0
tweets2461.xml=1,0,0;1,0,0;-1.0
tweets2590.xml=1,0,0;0,1,0;-1.0
tweets344.xml=0,0,1;0,0,1;-1.0
tweets1611.xml=1,0,0;0,1,0;-1.0
tweets1740.xml=1,0,0;1,0,0;-1.0
tweets473.xml=0,0,1;0,1,0;-1.0
tweets808.xml=0,0,1;0,0,1;-1.0
tweets937.xml=0,0,1;0,1,0;-1.0
tweets1374.xml=1,0,0;0,1,0;-1.0
tweets2688.xml=0,0,1;0,0,1;-1.0
tweets1838.xml=0,0,1;0,1,0;-1.0
tweets1967.xml=0,0,1;0,0,1;-1.0
tweets220.xml=0,1,0;0,1,0;-1.0
tweets2801.xml=0,0,1;0,1,0;-1.0
tweets1121.xml=0,0,1;1,0,0;-1.0
tweets2435.xml=0,0,1;1,0,0;-1.0
tweets1250.xml=0,0,1;0,1,0;-1.0
tweets2564.xml=1,0,0;1,0,0;-1.0
tweets1714.xml=1,0,0;0,1,0;-1.0
tweets447.xml=0,0,1;1,0,0;-1.0
tweets2198.xml=1,0,0;1,0,0;-1.0
tweets576.xml=1,0,0;1,0,0;-1.0
tweets1348.xml=0,0,1;0,1,0;-1.0
tweets1477.xml=0,0,1;1,0,0;-1.0
tweets2311.xml=1,0,0;1,0,0;-1.0
tweets831.xml=0,0,1;0,1,0;-1.0
tweets960.xml=0,0,1;0,1,0;-1.0
tweets2074.xml=0,0,1;0,1,0;-1.0
tweets2409.xml=0,0,1;0,1,0;-1.0
tweets1224.xml=0,1,0;0,0,1;-1.0
tweets1861.xml=0,0,1;0,1,0;-1.0
tweets2538.xml=1,0,0;1,0,0;-1.0
tweets1990.xml=0,0,1;1,0,0;-1.0
tweets341.xml=0,0,1;0,0,1;-1.0
tweets470.xml=0,1,0;1,0,0;-1.0
tweets805.xml=1,0,0;0,0,1;-1.0
tweets934.xml=0,0,1;0,1,0;-1.0
tweets2048.xml=0,0,1;0,0,1;-1.0
tweets1371.xml=1,0,0;1,0,0;-1.0
tweets2685.xml=0,0,1;1,0,0;-1.0
tweets1835.xml=0,0,1;0,0,1;-1.0
tweets697.xml=0,0,1;0,0,1;-1.0
tweets1964.xml=1,0,0;0,0,1;-1.0
tweets1598.xml=0,0,1;1,0,0;-1.0
tweets2432.xml=1,0,0;0,1,0;-1.0
tweets2561.xml=0,0,1;1,0,0;-1.0
tweets1711.xml=1,0,0;0,1,0;-1.0
tweets444.xml=1,0,0;1,0,0;-1.0
tweets2195.xml=0,0,1;1,0,0;-1.0
tweets573.xml=0,0,1;1,0,0;-1.0
tweets1345.xml=0,0,1;0,0,1;-1.0
tweets908.xml=0,1,0;1,0,0;-1.0
tweets2659.xml=1,0,0;0,0,1;-1.0
tweets1474.xml=0,0,1;1,0,0;-1.0
tweets2788.xml=0,0,1;1,0,0;-1.0
tweets1809.xml=1,0,0;0,0,1;-1.0
tweets1938.xml=0,0,1;0,0,1;-1.0
tweets2071.xml=0,0,1;0,1,0;-1.0
tweets2406.xml=0,0,1;0,0,1;-1.0
tweets1221.xml=1,0,0;0,1,0;-1.0
tweets2535.xml=1,0,0;1,0,0;-1.0
tweets418.xml=0,0,1;1,0,0;-1.0
tweets2169.xml=1,0,0;1,0,0;-1.0
tweets547.xml=1,0,0;1,0,0;-1.0
tweets2298.xml=0,0,1;1,0,0;-1.0
tweets1319.xml=0,0,1;0,0,1;-1.0
tweets1448.xml=0,1,0;0,1,0;-1.0
tweets802.xml=0,0,1;0,0,1;-1.0
tweets2045.xml=1,0,0;1,0,0;-1.0
tweets931.xml=0,1,0;0,1,0;-1.0
tweets2682.xml=0,0,1;0,1,0;-1.0
tweets2509.xml=1,0,0;1,0,0;-1.0
tweets1832.xml=0,0,1;0,1,0;-1.0
tweets694.xml=0,0,1;0,0,1;-1.0
tweets1961.xml=1,0,0;1,0,0;-1.0
tweets1595.xml=1,0,0;1,0,0;-1.0
tweets1087.xml=0,0,1;0,0,1;-1.0
tweets441.xml=0,0,1;0,0,1;-1.0
tweets2192.xml=0,0,1;1,0,0;-1.0
tweets570.xml=0,0,1;1,0,0;-1.0
tweets905.xml=1,0,0;1,0,0;-1.0
tweets2019.xml=0,1,0;0,1,0;-1.0
tweets1342.xml=0,1,0;0,0,1;-1.0
tweets2656.xml=0,0,1;0,0,1;-1.0
tweets1471.xml=0,0,1;0,0,1;-1.0
tweets2785.xml=1,0,0;1,0,0;-1.0
tweets1806.xml=1,0,0;1,0,0;-1.0
tweets1935.xml=0,0,1;1,0,0;-1.0
tweets668.xml=0,0,1;0,0,1;-1.0
tweets797.xml=0,0,1;0,1,0;-1.0
tweets1698.xml=0,0,1;1,0,0;-1.0
tweets2403.xml=0,0,1;0,0,1;-1.0
tweets2532.xml=1,0,0;1,0,0;-1.0
tweets415.xml=0,0,1;0,1,0;-1.0
tweets2166.xml=0,0,1;1,0,0;-1.0
tweets544.xml=0,0,1;1,0,0;-1.0
tweets2295.xml=1,0,0;1,0,0;-1.0
tweets1316.xml=1,0,0;1,0,0;-1.0
tweets1445.xml=0,0,1;0,0,1;-1.0
tweets178.xml=0,0,1;0,1,0;-1.0
tweets2759.xml=0,0,1;0,0,1;-1.0
tweets1909.xml=0,0,1;1,0,0;-1.0
tweets2042.xml=1,0,0;0,1,0;-1.0
tweets2506.xml=1,0,0;0,0,1;-1.0
tweets691.xml=0,0,1;0,0,1;-1.0
tweets518.xml=0,0,1;1,0,0;-1.0
tweets2269.xml=0,1,0;1,0,0;-1.0
tweets1592.xml=1,0,0;1,0,0;-1.0
tweets1084.xml=0,0,1;1,0,0;-1.0
tweets1419.xml=0,0,1;0,1,0;-1.0
tweets1548.xml=0,0,1;1,0,0;-1.0
tweets902.xml=0,0,1;0,1,0;-1.0
tweets2016.xml=0,0,1;1,0,0;-1.0
tweets2653.xml=0,0,1;0,0,1;-1.0
tweets2782.xml=0,1,0;0,1,0;-1.0
tweets1803.xml=0,0,1;1,0,0;-1.0
tweets1932.xml=0,0,1;0,0,1;-1.0
tweets665.xml=0,1,0;0,1,0;-1.0
tweets794.xml=0,1,0;0,1,0;-1.0
tweets1058.xml=0,0,1;0,0,1;-1.0
tweets1695.xml=0,0,1;0,1,0;-1.0
tweets2400.xml=0,0,1;0,0,1;-1.0
tweets412.xml=0,0,1;0,0,1;-1.0
tweets2163.xml=1,0,0;1,0,0;-1.0
tweets541.xml=0,1,0;1,0,0;-1.0
tweets2292.xml=0,0,1;1,0,0;-1.0
tweets1313.xml=0,0,1;1,0,0;-1.0
tweets2627.xml=0,0,1;0,1,0;-1.0
tweets1442.xml=0,1,0;0,0,1;-1.0
tweets175.xml=1,0,0;0,1,0;-1.0
tweets2756.xml=0,0,1;1,0,0;-1.0
tweets639.xml=0,1,0;0,1,0;-1.0
tweets1906.xml=1,0,0;1,0,0;-1.0
tweets768.xml=0,0,1;0,1,0;-1.0
tweets1669.xml=0,0,1;1,0,0;-1.0
tweets1798.xml=1,0,0;1,0,0;-1.0
tweets2503.xml=1,0,0;0,1,0;-1.0
tweets2137.xml=0,0,1;1,0,0;-1.0
tweets515.xml=1,0,0;1,0,0;-1.0
tweets2266.xml=0,0,1;1,0,0;-1.0
tweets1081.xml=0,1,0;0,1,0;-1.0
tweets1416.xml=0,1,0;0,1,0;-1.0
tweets149.xml=1,0,0;1,0,0;-1.0
tweets1545.xml=1,0,0;1,0,0;-1.0
tweets278.xml=1,0,0;0,0,1;-1.0
tweets1179.xml=0,1,0;0,1,0;-1.0
tweets2013.xml=1,0,0;1,0,0;-1.0
tweets2650.xml=0,1,0;1,0,0;-1.0
tweets1800.xml=0,1,0;0,1,0;-1.0
tweets662.xml=0,0,1;0,1,0;-1.0
tweets791.xml=1,0,0;0,0,1;-1.0
tweets1055.xml=0,0,1;0,0,1;-1.0
tweets2877.xml=1,0,0;1,0,0;-1.0
tweets2369.xml=0,0,1;1,0,0;-1.0
tweets1692.xml=1,0,0;0,1,0;-1.0
tweets1519.xml=0,1,0;1,0,0;-1.0
tweets889.xml=0,0,1;0,1,0;-1.0
tweets2160.xml=0,0,1;1,0,0;-1.0
tweets1310.xml=0,0,1;1,0,0;-1.0
tweets2624.xml=0,0,1;0,0,1;-1.0
tweets172.xml=1,0,0;1,0,0;-1.0
tweets2753.xml=1,0,0;0,0,1;-1.0
tweets1903.xml=0,0,1;0,0,1;-1.0
tweets636.xml=0,1,0;0,0,1;-1.0
tweets2387.xml=1,0,0;0,0,1;-1.0
tweets765.xml=0,0,1;0,1,0;-1.0
tweets1029.xml=1,0,0;1,0,0;-1.0
tweets1666.xml=1,0,0;1,0,0;-1.0
tweets399.xml=0,0,1;1,0,0;-1.0
tweets1795.xml=1,0,0;1,0,0;-1.0
tweets2500.xml=0,0,1;0,0,1;-1.0
tweets2134.xml=1,0,0;1,0,0;-1.0
tweets512.xml=1,0,0;1,0,0;-1.0
tweets2263.xml=1,0,0;0,1,0;-1.0
tweets1413.xml=0,0,1;0,1,0;-1.0
tweets146.xml=1,0,0;0,1,0;-1.0
tweets2727.xml=1,0,0;1,0,0;-1.0
tweets1542.xml=0,0,1;1,0,0;-1.0
tweets275.xml=1,0,0;1,0,0;-1.0
tweets739.xml=0,0,1;0,0,1;-1.0
tweets1176.xml=1,0,0;1,0,0;-1.0
tweets2010.xml=1,0,0;0,1,0;-1.0
tweets1769.xml=0,0,1;1,0,0;-1.0
tweets2108.xml=0,1,0;1,0,0;-1.0
tweets2237.xml=1,0,0;1,0,0;-1.0
tweets1052.xml=1,0,0;0,1,0;-1.0
tweets2874.xml=1,0,0;1,0,0;-1.0
tweets2366.xml=0,0,1;1,0,0;-1.0
tweets249.xml=0,0,1;1,0,0;-1.0
tweets1516.xml=0,0,1;1,0,0;-1.0
tweets886.xml=0,0,1;0,0,1;-1.0
tweets1279.xml=0,0,1;0,1,0;-1.0
tweets2621.xml=0,0,1;1,0,0;-1.0
tweets2750.xml=0,1,0;0,0,1;-1.0
tweets1900.xml=1,0,0;1,0,0;-1.0
tweets633.xml=0,0,1;0,0,1;-1.0
tweets2384.xml=0,0,1;1,0,0;-1.0
tweets762.xml=0,0,1;0,0,1;-1.0
tweets2848.xml=1,0,0;1,0,0;-1.0
tweets1026.xml=1,0,0;1,0,0;-1.0
tweets1663.xml=0,1,0;1,0,0;-1.0
tweets396.xml=1,0,0;1,0,0;-1.0
tweets1792.xml=0,1,0;0,0,1;-1.0
tweets989.xml=0,0,1;0,0,1;-1.0
tweets2131.xml=0,0,1;1,0,0;-1.0
tweets2260.xml=0,0,1;1,0,0;-1.0
tweets143.xml=1,0,0;1,0,0;-1.0
tweets1410.xml=0,0,1;1,0,0;-1.0
tweets2724.xml=0,0,1;0,0,1;-1.0
tweets272.xml=1,0,0;1,0,0;-1.0
tweets607.xml=0,0,1;1,0,0;-1.0
tweets736.xml=0,0,1;0,1,0;-1.0
tweets1173.xml=0,0,1;0,1,0;-1.0
tweets2487.xml=0,0,1;1,0,0;-1.0
tweets1637.xml=1,0,0;0,0,1;-1.0
tweets1766.xml=0,0,1;1,0,0;-1.0
tweets499.xml=0,0,1;1,0,0;-1.0
tweets2105.xml=1,0,0;1,0,0;-1.0
tweets2234.xml=1,0,0;0,0,1;-1.0
tweets2871.xml=0,0,1;1,0,0;-1.0
tweets2363.xml=0,0,1;1,0,0;-1.0
tweets117.xml=0,0,1;0,0,1;-1.0
tweets1513.xml=1,0,0;1,0,0;-1.0
tweets246.xml=1,0,0;0,1,0;-1.0
tweets2827.xml=0,0,1;0,1,0;-1.0
tweets883.xml=1,0,0;0,0,1;-1.0
tweets1147.xml=0,0,1;1,0,0;-1.0
tweets1276.xml=0,0,1;0,1,0;-1.0
tweets630.xml=0,0,1;0,1,0;-1.0
tweets2381.xml=0,0,1;0,0,1;-1.0
tweets2208.xml=1,0,0;1,0,0;-1.0
tweets1023.xml=1,0,0;1,0,0;-1.0
tweets2845.xml=1,0,0;1,0,0;-1.0
tweets393.xml=0,0,1;1,0,0;-1.0
tweets2337.xml=1,0,0;1,0,0;-1.0
tweets1660.xml=1,0,0;1,0,0;-1.0
tweets857.xml=0,1,0;0,1,0;-1.0
tweets986.xml=0,0,1;0,0,1;-1.0
tweets1887.xml=0,0,1;0,1,0;-1.0
tweets140.xml=1,0,0;1,0,0;-1.0
tweets2721.xml=0,0,1;1,0,0;-1.0
tweets604.xml=1,0,0;0,0,1;-1.0
tweets1170.xml=0,0,1;0,0,1;-1.0
tweets733.xml=1,0,0;0,1,0;-1.0
tweets2484.xml=0,0,1;1,0,0;-1.0
tweets367.xml=1,0,0;1,0,0;-1.0
tweets1634.xml=0,0,1;1,0,0;-1.0
tweets1763.xml=0,1,0;0,0,1;-1.0
tweets496.xml=1,0,0;1,0,0;-1.0
tweets2102.xml=1,0,0;1,0,0;-1.0
tweets1397.xml=0,0,1;0,1,0;-1.0
tweets2231.xml=0,0,1;0,1,0;-1.0
tweets2360.xml=1,0,0;0,0,1;-1.0
tweets114.xml=1,0,0;1,0,0;-1.0
tweets1510.xml=0,1,0;1,0,0;-1.0
tweets243.xml=0,0,1;1,0,0;-1.0
tweets2824.xml=0,0,1;1,0,0;-1.0
tweets880.xml=0,0,1;0,1,0;-1.0
tweets707.xml=0,0,1;0,1,0;-1.0
tweets1144.xml=1,0,0;0,0,1;-1.0
tweets2458.xml=1,0,0;0,0,1;-1.0
tweets1273.xml=0,0,1;0,1,0;-1.0
tweets2587.xml=1,0,0;0,0,1;-1.0
tweets1608.xml=0,1,0;0,1,0;-1.0
tweets1737.xml=0,0,1;0,0,1;-1.0
tweets599.xml=0,0,1;0,0,1;-1.0
tweets2205.xml=1,0,0;1,0,0;-1.0
tweets2842.xml=1,0,0;1,0,0;-1.0
tweets1020.xml=1,0,0;0,0,1;-1.0
tweets390.xml=0,0,1;1,0,0;-1.0
tweets2334.xml=0,0,1;0,1,0;-1.0
tweets217.xml=1,0,0;1,0,0;-1.0
tweets854.xml=0,1,0;0,1,0;-1.0
tweets983.xml=0,0,1;0,0,1;-1.0
tweets2097.xml=1,0,0;1,0,0;-1.0
tweets1118.xml=0,0,1;0,1,0;-1.0
tweets1247.xml=1,0,0;0,0,1;-1.0
tweets1884.xml=0,0,1;0,0,1;-1.0
tweets601.xml=0,0,1;1,0,0;-1.0
tweets730.xml=0,0,1;0,0,1;-1.0
tweets2481.xml=1,0,0;1,0,0;-1.0
tweets364.xml=0,1,0;0,0,1;-1.0
tweets2308.xml=0,1,0;1,0,0;-1.0
tweets1631.xml=1,0,0;1,0,0;-1.0
tweets1760.xml=1,0,0;1,0,0;-1.0
tweets493.xml=1,0,0;1,0,0;-1.0
tweets828.xml=0,0,1;0,1,0;-1.0
tweets957.xml=0,1,0;0,1,0;-1.0
tweets1394.xml=0,1,0;1,0,0;-1.0
tweets1858.xml=1,0,0;0,0,1;-1.0
tweets111.xml=0,0,1;0,1,0;-1.0
tweets1987.xml=1,0,0;1,0,0;-1.0
tweets240.xml=0,0,1;1,0,0;-1.0
tweets2821.xml=0,1,0;0,1,0;-1.0
tweets704.xml=0,0,1;0,0,1;-1.0
tweets1141.xml=0,0,1;0,1,0;-1.0
tweets2455.xml=1,0,0;1,0,0;-1.0
tweets1270.xml=0,0,1;1,0,0;-1.0
tweets2584.xml=1,0,0;1,0,0;-1.0
tweets1605.xml=0,0,1;1,0,0;-1.0
tweets338.xml=0,1,0;0,0,1;-1.0
tweets467.xml=0,0,1;0,1,0;-1.0
tweets1734.xml=0,0,1;0,0,1;-1.0
tweets596.xml=0,0,1;1,0,0;-1.0
tweets1368.xml=0,0,1;0,0,1;-1.0
tweets2202.xml=0,0,1;1,0,0;-1.0
tweets1497.xml=0,0,1;1,0,0;-1.0
tweets2331.xml=0,0,1;0,0,1;-1.0
tweets214.xml=0,0,1;1,0,0;-1.0
tweets851.xml=1,0,0;0,0,1;-1.0
tweets2094.xml=0,0,1;1,0,0;-1.0
tweets980.xml=0,0,1;0,1,0;-1.0
tweets1115.xml=0,1,0;0,1,0;-1.0
tweets2429.xml=0,0,1;1,0,0;-1.0
tweets1244.xml=0,0,1;0,1,0;-1.0
tweets2558.xml=1,0,0;1,0,0;-1.0
tweets1881.xml=1,0,0;1,0,0;-1.0
tweets1708.xml=0,0,1;0,0,1;-1.0
tweets2305.xml=0,1,0;1,0,0;-1.0
tweets361.xml=1,0,0;0,1,0;-1.0
tweets490.xml=1,0,0;1,0,0;-1.0
tweets825.xml=0,1,0;0,1,0;-1.0
tweets317.xml=1,0,0;0,0,1;-1.0
tweets2068.xml=1,0,0;0,1,0;-1.0
tweets954.xml=0,0,1;0,0,1;-1.0
tweets1391.xml=0,0,1;0,1,0;-1.0
tweets1218.xml=0,1,0;0,1,0;-1.0
tweets1855.xml=1,0,0;1,0,0;-1.0
tweets1984.xml=1,0,0;0,1,0;-1.0
tweets701.xml=0,1,0;0,1,0;-1.0
tweets2452.xml=1,0,0;0,0,1;-1.0
tweets2581.xml=0,0,1;1,0,0;-1.0
tweets1602.xml=0,0,1;1,0,0;-1.0
tweets335.xml=0,0,1;0,0,1;-1.0
tweets464.xml=1,0,0;1,0,0;-1.0
tweets1731.xml=0,0,1;0,0,1;-1.0
tweets593.xml=0,1,0;0,1,0;-1.0
tweets1365.xml=0,1,0;0,1,0;-1.0
tweets928.xml=0,0,1;0,1,0;-1.0
tweets2679.xml=1,0,0;1,0,0;-1.0
tweets1494.xml=0,0,1;1,0,0;-1.0
tweets1829.xml=0,1,0;0,1,0;-1.0
tweets1958.xml=0,0,1;0,0,1;-1.0
tweets211.xml=0,0,1;1,0,0;-1.0
tweets2091.xml=1,0,0;1,0,0;-1.0
tweets1112.xml=0,0,1;0,1,0;-1.0
tweets2426.xml=0,0,1;1,0,0;-1.0
tweets1241.xml=0,1,0;0,1,0;-1.0
tweets2555.xml=0,0,1;1,0,0;-1.0
tweets1705.xml=1,0,0;0,1,0;-1.0
tweets438.xml=1,0,0;1,0,0;-1.0
tweets2189.xml=1,0,0;1,0,0;-1.0
tweets567.xml=1,0,0;1,0,0;-1.0
tweets1339.xml=1,0,0;1,0,0;-1.0
tweets1468.xml=0,0,1;0,0,1;-1.0
tweets2302.xml=0,0,1;1,0,0;-1.0
tweets822.xml=0,0,1;0,1,0;-1.0
tweets314.xml=1,0,0;0,0,1;-1.0
tweets2065.xml=1,0,0;1,0,0;-1.0
tweets951.xml=0,0,1;0,1,0;-1.0
tweets1215.xml=0,0,1;0,0,1;-1.0
tweets1852.xml=1,0,0;1,0,0;-1.0
tweets2529.xml=1,0,0;1,0,0;-1.0
tweets1981.xml=0,0,1;0,0,1;-1.0
tweets332.xml=0,1,0;0,0,1;-1.0
tweets2913.xml=1,0,0;1,0,0;-1.0
tweets461.xml=0,0,1;0,0,1;-1.0
tweets590.xml=0,0,1;1,0,0;-1.0
tweets925.xml=0,0,1;0,1,0;-1.0
tweets2039.xml=0,0,1;0,1,0;-1.0
tweets1362.xml=0,1,0;0,1,0;-1.0
tweets2676.xml=1,0,0;1,0,0;-1.0
tweets1491.xml=0,0,1;1,0,0;-1.0
tweets1826.xml=0,0,1;1,0,0;-1.0
tweets688.xml=0,1,0;1,0,0;-1.0
tweets1955.xml=1,0,0;0,1,0;-1.0
tweets1589.xml=0,0,1;1,0,0;-1.0
tweets2423.xml=1,0,0;1,0,0;-1.0
tweets2552.xml=1,0,0;1,0,0;-1.0
tweets1702.xml=0,1,0;0,0,1;-1.0
tweets435.xml=1,0,0;0,1,0;-1.0
tweets2186.xml=1,0,0;1,0,0;-1.0
tweets564.xml=0,0,1;1,0,0;-1.0
tweets1336.xml=0,0,1;0,0,1;-1.0
tweets198.xml=1,0,0;1,0,0;-1.0
tweets1465.xml=0,1,0;0,1,0;-1.0
tweets2779.xml=0,1,0;1,0,0;-1.0
tweets1929.xml=1,0,0;1,0,0;-1.0
tweets311.xml=1,0,0;1,0,0;-1.0
tweets2062.xml=1,0,0;0,0,1;-1.0
tweets1212.xml=1,0,0;0,1,0;-1.0
tweets2526.xml=1,0,0;1,0,0;-1.0
tweets409.xml=0,0,1;0,1,0;-1.0
tweets538.xml=0,0,1;1,0,0;-1.0
tweets2289.xml=1,0,0;1,0,0;-1.0
tweets1439.xml=0,0,1;0,0,1;-1.0
tweets1568.xml=0,0,1;1,0,0;-1.0
tweets2910.xml=1,0,0;1,0,0;-1.0
tweets922.xml=0,0,1;0,0,1;-1.0
tweets2036.xml=0,0,1;0,0,1;-1.0
tweets2673.xml=1,0,0;1,0,0;-1.0
tweets1823.xml=1,0,0;1,0,0;-1.0
tweets1952.xml=0,1,0;0,0,1;-1.0
tweets685.xml=0,0,1;0,0,1;-1.0
tweets1586.xml=1,0,0;1,0,0;-1.0
tweets1078.xml=0,0,1;0,0,1;-1.0
tweets2420.xml=0,0,1;1,0,0;-1.0
tweets432.xml=1,0,0;1,0,0;-1.0
tweets2183.xml=0,0,1;1,0,0;-1.0
tweets561.xml=0,1,0;1,0,0;-1.0
tweets1333.xml=0,0,1;0,0,1;-1.0
tweets2647.xml=1,0,0;1,0,0;-1.0
tweets195.xml=1,0,0;1,0,0;-1.0
tweets1462.xml=0,0,1;0,0,1;-1.0
tweets2776.xml=0,0,1;1,0,0;-1.0
tweets659.xml=0,0,1;0,0,1;-1.0
tweets1926.xml=1,0,0;1,0,0;-1.0
tweets788.xml=0,0,1;0,0,1;-1.0
tweets1689.xml=1,0,0;1,0,0;-1.0
tweets2523.xml=0,0,1;1,0,0;-1.0
tweets406.xml=1,0,0;0,1,0;-1.0
tweets2157.xml=1,0,0;1,0,0;-1.0
tweets535.xml=1,0,0;1,0,0;-1.0
tweets2286.xml=0,0,1;1,0,0;-1.0
tweets1307.xml=0,0,1;0,1,0;-1.0
tweets1436.xml=1,0,0;0,1,0;-1.0
tweets169.xml=1,0,0;1,0,0;-1.0
tweets1565.xml=0,1,0;1,0,0;-1.0
tweets298.xml=1,0,0;0,1,0;-1.0
tweets1199.xml=1,0,0;0,1,0;-1.0
tweets2033.xml=0,0,1;0,0,1;-1.0
tweets2670.xml=1,0,0;0,1,0;-1.0
tweets1820.xml=1,0,0;0,0,1;-1.0
tweets682.xml=0,1,0;0,1,0;-1.0
tweets509.xml=1,0,0;1,0,0;-1.0
tweets1583.xml=1,0,0;1,0,0;-1.0
tweets1075.xml=0,1,0;0,1,0;-1.0
tweets2897.xml=0,0,1;1,0,0;-1.0
tweets1539.xml=0,0,1;1,0,0;-1.0
tweets2180.xml=0,1,0;1,0,0;-1.0
tweets2007.xml=0,0,1;1,0,0;-1.0
tweets1330.xml=1,0,0;0,0,1;-1.0
tweets2644.xml=0,0,1;1,0,0;-1.0
tweets192.xml=0,0,1;1,0,0;-1.0
tweets2773.xml=1,0,0;0,0,1;-1.0
tweets1923.xml=0,1,0;0,0,1;-1.0
tweets656.xml=0,0,1;0,0,1;-1.0
