#ID=PREDICTION;GOLDSTANDARD;THRESHOLD
#labels 0=AGAINST 1=FAVOR 2=NONE
#Mon Dec 28 12:15:13 CET 2015
tweets2496.xml=0,1,0;0,1,0;-1.0
tweets2825.xml=0,0,1;0,1,0;-1.0
tweets2766.xml=1,0,0;1,0,0;-1.0
tweets2351.xml=0,1,0;0,1,0;-1.0
tweets2516.xml=0,0,1;1,0,0;-1.0
tweets2457.xml=1,0,0;0,0,1;-1.0
tweets2398.xml=0,0,1;1,0,0;-1.0
tweets2727.xml=1,0,0;1,0,0;-1.0
tweets2562.xml=1,0,0;1,0,0;-1.0
tweets2668.xml=1,0,0;1,0,0;-1.0
tweets2312.xml=1,0,0;1,0,0;-1.0
tweets2418.xml=1,0,0;0,1,0;-1.0
tweets2773.xml=1,0,0;0,0,1;-1.0
tweets2879.xml=1,0,0;1,0,0;-1.0
tweets2523.xml=1,0,0;1,0,0;-1.0
tweets2464.xml=1,0,0;0,1,0;-1.0
tweets2629.xml=0,0,1;1,0,0;-1.0
tweets2734.xml=1,0,0;1,0,0;-1.0
tweets2675.xml=1,0,0;1,0,0;-1.0
tweets2425.xml=1,0,0;0,0,1;-1.0
tweets2780.xml=1,0,0;1,0,0;-1.0
tweets2886.xml=1,0,0;1,0,0;-1.0
tweets2530.xml=1,0,0;1,0,0;-1.0
tweets2636.xml=1,0,0;1,0,0;-1.0
tweets2471.xml=0,0,1;1,0,0;-1.0
tweets2800.xml=1,0,0;1,0,0;-1.0
tweets2741.xml=0,1,0;0,0,1;-1.0
tweets2906.xml=1,0,0;1,0,0;-1.0
tweets2682.xml=0,1,0;0,1,0;-1.0
tweets2847.xml=1,0,0;1,0,0;-1.0
tweets2379.xml=0,0,1;0,0,1;-1.0
tweets2432.xml=0,0,1;0,1,0;-1.0
tweets2893.xml=1,0,0;1,0,0;-1.0
tweets2702.xml=0,0,1;0,0,1;-1.0
tweets2643.xml=0,0,1;0,1,0;-1.0
tweets2913.xml=0,1,0;1,0,0;-1.0
tweets2854.xml=1,0,0;1,0,0;-1.0
tweets2604.xml=0,0,1;0,0,1;-1.0
tweets2380.xml=1,0,0;1,0,0;-1.0
tweets2597.xml=1,0,0;1,0,0;-1.0
tweets2650.xml=0,1,0;1,0,0;-1.0
tweets2347.xml=1,0,0;0,0,1;-1.0
tweets2400.xml=0,1,0;0,0,1;-1.0
tweets2861.xml=1,0,0;1,0,0;-1.0
tweets2558.xml=0,0,1;1,0,0;-1.0
tweets2499.xml=1,0,0;0,1,0;-1.0
tweets2611.xml=1,0,0;1,0,0;-1.0
tweets2828.xml=0,1,0;0,1,0;-1.0
tweets2769.xml=1,0,0;1,0,0;-1.0
tweets2354.xml=0,1,0;0,1,0;-1.0
tweets2519.xml=1,0,0;0,1,0;-1.0
tweets2565.xml=1,0,0;1,0,0;-1.0
tweets2315.xml=1,0,0;1,0,0;-1.0
tweets2776.xml=1,0,0;1,0,0;-1.0
tweets2361.xml=1,0,0;0,1,0;-1.0
tweets2526.xml=1,0,0;1,0,0;-1.0
tweets2467.xml=1,0,0;1,0,0;-1.0
tweets2572.xml=0,1,0;0,1,0;-1.0
tweets2737.xml=1,0,0;0,1,0;-1.0
tweets2678.xml=0,0,1;1,0,0;-1.0
tweets2322.xml=1,0,0;1,0,0;-1.0
tweets2428.xml=1,0,0;0,0,1;-1.0
tweets2783.xml=0,0,1;1,0,0;-1.0
tweets2889.xml=0,1,0;1,0,0;-1.0
tweets2533.xml=1,0,0;1,0,0;-1.0
tweets2639.xml=1,0,0;1,0,0;-1.0
tweets2474.xml=1,0,0;0,0,1;-1.0
tweets2803.xml=0,1,0;0,1,0;-1.0
tweets2744.xml=1,0,0;0,0,1;-1.0
tweets2909.xml=1,0,0;1,0,0;-1.0
tweets2685.xml=1,0,0;1,0,0;-1.0
tweets2435.xml=1,0,0;1,0,0;-1.0
tweets2790.xml=0,0,1;0,0,1;-1.0
tweets2896.xml=1,0,0;1,0,0;-1.0
tweets2540.xml=1,0,0;1,0,0;-1.0
tweets2705.xml=0,0,1;0,0,1;-1.0
tweets2481.xml=1,0,0;1,0,0;-1.0
tweets2646.xml=1,0,0;1,0,0;-1.0
tweets2810.xml=1,0,0;0,0,1;-1.0
tweets2751.xml=1,0,0;0,0,1;-1.0
tweets2692.xml=0,0,1;1,0,0;-1.0
tweets2857.xml=0,1,0;1,0,0;-1.0
tweets2501.xml=1,0,0;0,0,1;-1.0
tweets2442.xml=1,0,0;1,0,0;-1.0
tweets2607.xml=1,0,0;1,0,0;-1.0
tweets2383.xml=1,0,0;1,0,0;-1.0
tweets2712.xml=0,0,1;0,0,1;-1.0
tweets2653.xml=0,0,1;0,0,1;-1.0
tweets2403.xml=0,0,1;0,0,1;-1.0
tweets2864.xml=1,0,0;1,0,0;-1.0
tweets2614.xml=1,0,0;1,0,0;-1.0
tweets2390.xml=1,0,0;1,0,0;-1.0
tweets2660.xml=1,0,0;1,0,0;-1.0
tweets2357.xml=0,0,1;0,0,1;-1.0
tweets2410.xml=1,0,0;0,0,1;-1.0
tweets2871.xml=0,0,1;1,0,0;-1.0
tweets2568.xml=1,0,0;0,1,0;-1.0
tweets2621.xml=1,0,0;1,0,0;-1.0
tweets2318.xml=0,0,1;1,0,0;-1.0
tweets2779.xml=0,1,0;1,0,0;-1.0
tweets2832.xml=1,0,0;1,0,0;-1.0
tweets2364.xml=1,0,0;1,0,0;-1.0
tweets2529.xml=1,0,0;1,0,0;-1.0
tweets2575.xml=1,0,0;1,0,0;-1.0
tweets2325.xml=0,1,0;0,1,0;-1.0
tweets2786.xml=0,0,1;1,0,0;-1.0
tweets2371.xml=0,0,1;0,0,1;-1.0
tweets2536.xml=1,0,0;1,0,0;-1.0
tweets2477.xml=1,0,0;0,1,0;-1.0
tweets2806.xml=0,0,1;0,0,1;-1.0
tweets2582.xml=1,0,0;1,0,0;-1.0
tweets2747.xml=0,0,1;0,0,1;-1.0
tweets2688.xml=0,0,1;0,0,1;-1.0
tweets2332.xml=1,0,0;1,0,0;-1.0
tweets2438.xml=0,1,0;1,0,0;-1.0
tweets2793.xml=0,0,1;1,0,0;-1.0
tweets2899.xml=0,0,1;1,0,0;-1.0
tweets2543.xml=1,0,0;0,0,1;-1.0
tweets2708.xml=1,0,0;1,0,0;-1.0
tweets2649.xml=1,0,0;1,0,0;-1.0
tweets2484.xml=0,0,1;1,0,0;-1.0
tweets2813.xml=1,0,0;1,0,0;-1.0
tweets2754.xml=1,0,0;0,0,1;-1.0
tweets2695.xml=1,0,0;1,0,0;-1.0
tweets2504.xml=1,0,0;1,0,0;-1.0
tweets2445.xml=0,0,1;0,0,1;-1.0
tweets2386.xml=0,0,1;0,0,1;-1.0
tweets2550.xml=1,0,0;1,0,0;-1.0
tweets2715.xml=1,0,0;0,0,1;-1.0
tweets2656.xml=1,0,0;0,0,1;-1.0
tweets2491.xml=1,0,0;0,0,1;-1.0
tweets2406.xml=0,0,1;0,0,1;-1.0
tweets2820.xml=1,0,0;1,0,0;-1.0
tweets2761.xml=0,1,0;0,0,1;-1.0
tweets2867.xml=0,0,1;1,0,0;-1.0
tweets2511.xml=0,0,1;0,0,1;-1.0
tweets2452.xml=1,0,0;0,0,1;-1.0
tweets2617.xml=1,0,0;0,0,1;-1.0
tweets2393.xml=1,0,0;1,0,0;-1.0
tweets2722.xml=0,0,1;1,0,0;-1.0
tweets2663.xml=0,0,1;0,0,1;-1.0
tweets2413.xml=1,0,0;0,1,0;-1.0
tweets2874.xml=1,0,0;1,0,0;-1.0
tweets2624.xml=0,0,1;0,0,1;-1.0
tweets2835.xml=1,0,0;1,0,0;-1.0
tweets2670.xml=0,0,1;0,1,0;-1.0
tweets2367.xml=0,0,1;0,1,0;-1.0
tweets2420.xml=0,0,1;1,0,0;-1.0
tweets2881.xml=1,0,0;1,0,0;-1.0
tweets2578.xml=1,0,0;1,0,0;-1.0
tweets2631.xml=0,0,1;0,0,1;-1.0
tweets2328.xml=1,0,0;1,0,0;-1.0
tweets2789.xml=0,0,1;0,0,1;-1.0
tweets2901.xml=0,0,1;1,0,0;-1.0
tweets2842.xml=0,0,1;1,0,0;-1.0
tweets2374.xml=1,0,0;1,0,0;-1.0
tweets2539.xml=1,0,0;1,0,0;-1.0
tweets2809.xml=1,0,0;0,1,0;-1.0
tweets2585.xml=1,0,0;0,0,1;-1.0
tweets2335.xml=1,0,0;1,0,0;-1.0
tweets2796.xml=0,0,1;0,1,0;-1.0
tweets2546.xml=1,0,0;1,0,0;-1.0
tweets2487.xml=0,0,1;1,0,0;-1.0
tweets2816.xml=1,0,0;0,1,0;-1.0
tweets2592.xml=0,0,1;0,1,0;-1.0
tweets2757.xml=1,0,0;1,0,0;-1.0
tweets2698.xml=1,0,0;0,0,1;-1.0
tweets2342.xml=1,0,0;1,0,0;-1.0
tweets2507.xml=0,0,1;0,1,0;-1.0
tweets2448.xml=1,0,0;1,0,0;-1.0
tweets2389.xml=1,0,0;1,0,0;-1.0
tweets2718.xml=1,0,0;1,0,0;-1.0
tweets2553.xml=0,0,1;1,0,0;-1.0
tweets2494.xml=0,1,0;0,1,0;-1.0
tweets2659.xml=1,0,0;0,0,1;-1.0
tweets2409.xml=0,0,1;0,1,0;-1.0
tweets2823.xml=0,0,1;0,0,1;-1.0
tweets2764.xml=0,0,1;0,0,1;-1.0
tweets2514.xml=1,0,0;0,1,0;-1.0
tweets2455.xml=1,0,0;1,0,0;-1.0
tweets2396.xml=0,0,1;0,0,1;-1.0
tweets2725.xml=0,0,1;0,1,0;-1.0
tweets2560.xml=1,0,0;1,0,0;-1.0
tweets2666.xml=0,1,0;0,0,1;-1.0
tweets2416.xml=1,0,0;1,0,0;-1.0
tweets2771.xml=1,0,0;1,0,0;-1.0
tweets2877.xml=1,0,0;1,0,0;-1.0
tweets2521.xml=1,0,0;1,0,0;-1.0
tweets2462.xml=1,0,0;0,1,0;-1.0
tweets2627.xml=1,0,0;0,1,0;-1.0
tweets2732.xml=0,1,0;1,0,0;-1.0
tweets2673.xml=1,0,0;1,0,0;-1.0
tweets2838.xml=1,0,0;1,0,0;-1.0
tweets2423.xml=0,1,0;1,0,0;-1.0
tweets2884.xml=1,0,0;1,0,0;-1.0
tweets2634.xml=0,0,1;0,1,0;-1.0
tweets2904.xml=1,0,0;1,0,0;-1.0
tweets2845.xml=1,0,0;1,0,0;-1.0
tweets2680.xml=1,0,0;1,0,0;-1.0
tweets2377.xml=1,0,0;1,0,0;-1.0
tweets2430.xml=0,1,0;0,1,0;-1.0
tweets2891.xml=1,0,0;1,0,0;-1.0
tweets2588.xml=1,0,0;1,0,0;-1.0
tweets2700.xml=1,0,0;1,0,0;-1.0
tweets2641.xml=1,0,0;0,0,1;-1.0
tweets2338.xml=0,1,0;0,1,0;-1.0
tweets2799.xml=0,0,1;1,0,0;-1.0
tweets2911.xml=1,0,0;1,0,0;-1.0
tweets2852.xml=1,0,0;1,0,0;-1.0
tweets2549.xml=1,0,0;1,0,0;-1.0
tweets2602.xml=1,0,0;0,0,1;-1.0
tweets2819.xml=0,1,0;0,1,0;-1.0
tweets2595.xml=0,1,0;1,0,0;-1.0
tweets2345.xml=0,1,0;0,1,0;-1.0
tweets2556.xml=0,1,0;0,1,0;-1.0
tweets2497.xml=0,1,0;0,1,0;-1.0
tweets2826.xml=0,0,1;0,0,1;-1.0
tweets2767.xml=0,0,1;0,0,1;-1.0
tweets2352.xml=1,0,0;0,1,0;-1.0
tweets2517.xml=0,1,0;0,1,0;-1.0
tweets2458.xml=1,0,0;0,0,1;-1.0
tweets2399.xml=1,0,0;0,1,0;-1.0
tweets2728.xml=1,0,0;1,0,0;-1.0
tweets2563.xml=1,0,0;1,0,0;-1.0
tweets2669.xml=1,0,0;0,0,1;-1.0
tweets2313.xml=1,0,0;1,0,0;-1.0
tweets2419.xml=1,0,0;0,1,0;-1.0
tweets2774.xml=0,0,1;0,0,1;-1.0
tweets2524.xml=1,0,0;1,0,0;-1.0
tweets2465.xml=1,0,0;1,0,0;-1.0
tweets2735.xml=0,0,1;0,0,1;-1.0
tweets2570.xml=1,0,0;0,1,0;-1.0
tweets2676.xml=1,0,0;1,0,0;-1.0
tweets2320.xml=0,1,0;0,0,1;-1.0
tweets2426.xml=0,0,1;1,0,0;-1.0
tweets2781.xml=1,0,0;0,0,1;-1.0
tweets2887.xml=0,0,1;1,0,0;-1.0
tweets2531.xml=1,0,0;1,0,0;-1.0
tweets2472.xml=0,0,1;0,1,0;-1.0
tweets2637.xml=0,1,0;1,0,0;-1.0
tweets2801.xml=1,0,0;0,1,0;-1.0
tweets2742.xml=0,0,1;0,0,1;-1.0
tweets2907.xml=1,0,0;1,0,0;-1.0
tweets2683.xml=0,1,0;0,0,1;-1.0
tweets2848.xml=1,0,0;1,0,0;-1.0
tweets2433.xml=0,1,0;0,1,0;-1.0
tweets2894.xml=1,0,0;1,0,0;-1.0
tweets2703.xml=1,0,0;1,0,0;-1.0
tweets2644.xml=1,0,0;1,0,0;-1.0
tweets2914.xml=0,0,1;1,0,0;-1.0
tweets2690.xml=1,0,0;0,1,0;-1.0
tweets2855.xml=1,0,0;1,0,0;-1.0
tweets2605.xml=1,0,0;1,0,0;-1.0
tweets2440.xml=1,0,0;0,1,0;-1.0
tweets2381.xml=1,0,0;0,0,1;-1.0
tweets2598.xml=0,1,0;0,1,0;-1.0
tweets2710.xml=0,1,0;1,0,0;-1.0
tweets2651.xml=1,0,0;0,1,0;-1.0
tweets2348.xml=0,0,1;0,0,1;-1.0
tweets2401.xml=1,0,0;0,0,1;-1.0
tweets2862.xml=1,0,0;1,0,0;-1.0
tweets2559.xml=0,0,1;1,0,0;-1.0
tweets2612.xml=0,0,1;1,0,0;-1.0
tweets2829.xml=0,0,1;0,1,0;-1.0
tweets2355.xml=1,0,0;1,0,0;-1.0
tweets2566.xml=1,0,0;1,0,0;-1.0
tweets2316.xml=1,0,0;0,0,1;-1.0
tweets2777.xml=0,0,1;1,0,0;-1.0
tweets2830.xml=1,0,0;0,0,1;-1.0
tweets2362.xml=0,0,1;0,0,1;-1.0
tweets2527.xml=1,0,0;1,0,0;-1.0
tweets2468.xml=1,0,0;0,1,0;-1.0
tweets2573.xml=1,0,0;1,0,0;-1.0
tweets2738.xml=0,0,1;0,0,1;-1.0
tweets2679.xml=1,0,0;1,0,0;-1.0
tweets2323.xml=0,1,0;0,1,0;-1.0
tweets2429.xml=1,0,0;1,0,0;-1.0
tweets2784.xml=1,0,0;0,0,1;-1.0
tweets2534.xml=0,0,1;1,0,0;-1.0
tweets2475.xml=1,0,0;0,0,1;-1.0
tweets2804.xml=0,0,1;0,0,1;-1.0
tweets2580.xml=1,0,0;1,0,0;-1.0
tweets2745.xml=1,0,0;1,0,0;-1.0
tweets2686.xml=0,0,1;0,1,0;-1.0
tweets2330.xml=1,0,0;1,0,0;-1.0
tweets2436.xml=0,0,1;0,0,1;-1.0
tweets2791.xml=0,0,1;0,1,0;-1.0
tweets2897.xml=0,0,1;1,0,0;-1.0
tweets2541.xml=1,0,0;1,0,0;-1.0
tweets2706.xml=1,0,0;1,0,0;-1.0
tweets2647.xml=0,0,1;1,0,0;-1.0
tweets2482.xml=1,0,0;1,0,0;-1.0
tweets2811.xml=0,0,1;0,0,1;-1.0
tweets2752.xml=1,0,0;1,0,0;-1.0
tweets2693.xml=0,0,1;1,0,0;-1.0
tweets2858.xml=1,0,0;1,0,0;-1.0
tweets2502.xml=0,0,1;0,0,1;-1.0
tweets2443.xml=1,0,0;1,0,0;-1.0
tweets2608.xml=0,0,1;0,0,1;-1.0
tweets2384.xml=1,0,0;1,0,0;-1.0
tweets2713.xml=0,0,1;0,0,1;-1.0
tweets2654.xml=0,0,1;0,0,1;-1.0
tweets2404.xml=1,0,0;0,1,0;-1.0
tweets2865.xml=1,0,0;1,0,0;-1.0
tweets2450.xml=1,0,0;0,1,0;-1.0
tweets2615.xml=0,0,1;0,0,1;-1.0
tweets2391.xml=1,0,0;0,0,1;-1.0
tweets2720.xml=0,1,0;0,1,0;-1.0
tweets2661.xml=0,0,1;0,0,1;-1.0
tweets2358.xml=0,0,1;1,0,0;-1.0
tweets2411.xml=1,0,0;0,0,1;-1.0
tweets2872.xml=0,0,1;1,0,0;-1.0
tweets2569.xml=0,0,1;1,0,0;-1.0
tweets2622.xml=1,0,0;0,0,1;-1.0
tweets2319.xml=1,0,0;1,0,0;-1.0
tweets2833.xml=0,0,1;0,1,0;-1.0
tweets2365.xml=0,0,1;0,0,1;-1.0
tweets2576.xml=1,0,0;1,0,0;-1.0
tweets2326.xml=1,0,0;0,1,0;-1.0
tweets2787.xml=0,1,0;1,0,0;-1.0
tweets2840.xml=1,0,0;1,0,0;-1.0
tweets2372.xml=1,0,0;1,0,0;-1.0
tweets2537.xml=0,0,1;1,0,0;-1.0
tweets2478.xml=1,0,0;1,0,0;-1.0
tweets2807.xml=1,0,0;0,0,1;-1.0
tweets2583.xml=1,0,0;1,0,0;-1.0
tweets2748.xml=1,0,0;1,0,0;-1.0
tweets2689.xml=0,0,1;0,0,1;-1.0
tweets2333.xml=0,0,1;0,0,1;-1.0
tweets2439.xml=0,0,1;0,0,1;-1.0
tweets2794.xml=1,0,0;1,0,0;-1.0
tweets2709.xml=0,0,1;0,0,1;-1.0
tweets2544.xml=1,0,0;1,0,0;-1.0
tweets2485.xml=0,0,1;0,0,1;-1.0
tweets2814.xml=1,0,0;1,0,0;-1.0
tweets2590.xml=1,0,0;0,1,0;-1.0
tweets2755.xml=1,0,0;1,0,0;-1.0
tweets2696.xml=0,0,1;0,1,0;-1.0
tweets2505.xml=1,0,0;0,0,1;-1.0
tweets2340.xml=0,0,1;0,1,0;-1.0
tweets2446.xml=1,0,0;0,0,1;-1.0
tweets2387.xml=1,0,0;0,0,1;-1.0
tweets2551.xml=1,0,0;1,0,0;-1.0
tweets2716.xml=0,1,0;0,1,0;-1.0
tweets2492.xml=1,0,0;1,0,0;-1.0
tweets2657.xml=1,0,0;1,0,0;-1.0
tweets2407.xml=0,0,1;0,0,1;-1.0
tweets2821.xml=0,1,0;0,1,0;-1.0
tweets2762.xml=0,0,1;1,0,0;-1.0
tweets2868.xml=1,0,0;1,0,0;-1.0
tweets2512.xml=0,1,0;1,0,0;-1.0
tweets2453.xml=0,1,0;1,0,0;-1.0
tweets2618.xml=0,1,0;0,1,0;-1.0
tweets2394.xml=1,0,0;1,0,0;-1.0
tweets2723.xml=0,0,1;0,0,1;-1.0
tweets2664.xml=1,0,0;1,0,0;-1.0
tweets2414.xml=1,0,0;1,0,0;-1.0
tweets2875.xml=0,0,1;1,0,0;-1.0
tweets2460.xml=1,0,0;1,0,0;-1.0
tweets2625.xml=1,0,0;0,0,1;-1.0
tweets2730.xml=1,0,0;1,0,0;-1.0
tweets2671.xml=1,0,0;0,0,1;-1.0
tweets2836.xml=1,0,0;1,0,0;-1.0
tweets2368.xml=1,0,0;0,1,0;-1.0
tweets2421.xml=0,1,0;0,0,1;-1.0
tweets2882.xml=1,0,0;1,0,0;-1.0
tweets2579.xml=1,0,0;1,0,0;-1.0
tweets2632.xml=0,1,0;1,0,0;-1.0
tweets2329.xml=1,0,0;1,0,0;-1.0
tweets2902.xml=1,0,0;1,0,0;-1.0
tweets2843.xml=1,0,0;1,0,0;-1.0
tweets2375.xml=0,1,0;1,0,0;-1.0
tweets2586.xml=0,1,0;0,1,0;-1.0
tweets2336.xml=0,1,0;0,1,0;-1.0
tweets2797.xml=0,0,1;0,1,0;-1.0
tweets2850.xml=0,0,1;1,0,0;-1.0
tweets2547.xml=0,0,1;0,0,1;-1.0
tweets2488.xml=0,1,0;0,0,1;-1.0
tweets2600.xml=1,0,0;1,0,0;-1.0
tweets2817.xml=1,0,0;1,0,0;-1.0
tweets2593.xml=1,0,0;1,0,0;-1.0
tweets2758.xml=1,0,0;1,0,0;-1.0
tweets2699.xml=1,0,0;0,1,0;-1.0
tweets2343.xml=0,0,1;0,1,0;-1.0
tweets2508.xml=0,0,1;0,0,1;-1.0
tweets2449.xml=1,0,0;0,1,0;-1.0
tweets2719.xml=1,0,0;1,0,0;-1.0
tweets2554.xml=1,0,0;1,0,0;-1.0
tweets2495.xml=0,1,0;0,0,1;-1.0
tweets2824.xml=1,0,0;1,0,0;-1.0
tweets2765.xml=0,0,1;0,0,1;-1.0
tweets2350.xml=0,1,0;0,1,0;-1.0
tweets2515.xml=1,0,0;0,0,1;-1.0
tweets2456.xml=1,0,0;1,0,0;-1.0
tweets2397.xml=1,0,0;1,0,0;-1.0
tweets2726.xml=0,0,1;1,0,0;-1.0
tweets2561.xml=1,0,0;1,0,0;-1.0
tweets2667.xml=1,0,0;0,0,1;-1.0
tweets2417.xml=1,0,0;0,1,0;-1.0
tweets2772.xml=1,0,0;1,0,0;-1.0
tweets2878.xml=1,0,0;1,0,0;-1.0
tweets2522.xml=1,0,0;1,0,0;-1.0
tweets2463.xml=0,1,0;0,1,0;-1.0
tweets2628.xml=1,0,0;0,0,1;-1.0
tweets2733.xml=1,0,0;1,0,0;-1.0
tweets2674.xml=1,0,0;0,0,1;-1.0
tweets2839.xml=1,0,0;1,0,0;-1.0
tweets2424.xml=0,0,1;0,0,1;-1.0
tweets2885.xml=0,1,0;1,0,0;-1.0
tweets2470.xml=1,0,0;0,1,0;-1.0
tweets2635.xml=1,0,0;1,0,0;-1.0
tweets2905.xml=1,0,0;1,0,0;-1.0
tweets2740.xml=0,0,1;1,0,0;-1.0
tweets2681.xml=1,0,0;0,0,1;-1.0
tweets2846.xml=1,0,0;1,0,0;-1.0
tweets2378.xml=0,0,1;0,0,1;-1.0
tweets2431.xml=1,0,0;0,0,1;-1.0
tweets2892.xml=1,0,0;1,0,0;-1.0
tweets2589.xml=0,0,1;0,0,1;-1.0
tweets2701.xml=0,0,1;1,0,0;-1.0
tweets2642.xml=1,0,0;1,0,0;-1.0
tweets2339.xml=1,0,0;0,1,0;-1.0
tweets2912.xml=0,1,0;1,0,0;-1.0
tweets2853.xml=0,0,1;1,0,0;-1.0
tweets2603.xml=0,0,1;0,0,1;-1.0
tweets2596.xml=0,0,1;1,0,0;-1.0
tweets2346.xml=0,1,0;0,1,0;-1.0
tweets2860.xml=0,0,1;1,0,0;-1.0
tweets2557.xml=1,0,0;0,0,1;-1.0
tweets2498.xml=0,0,1;0,0,1;-1.0
tweets2610.xml=0,0,1;1,0,0;-1.0
tweets2827.xml=0,0,1;0,1,0;-1.0
tweets2768.xml=1,0,0;1,0,0;-1.0
tweets2353.xml=0,0,1;0,1,0;-1.0
tweets2518.xml=0,0,1;1,0,0;-1.0
tweets2459.xml=0,0,1;0,1,0;-1.0
tweets2564.xml=1,0,0;1,0,0;-1.0
tweets2729.xml=0,0,1;1,0,0;-1.0
tweets2314.xml=1,0,0;1,0,0;-1.0
tweets2775.xml=0,0,1;1,0,0;-1.0
tweets2360.xml=1,0,0;0,0,1;-1.0
tweets2525.xml=0,0,1;1,0,0;-1.0
tweets2466.xml=1,0,0;1,0,0;-1.0
tweets2736.xml=1,0,0;1,0,0;-1.0
tweets2571.xml=0,1,0;0,1,0;-1.0
tweets2677.xml=0,0,1;0,1,0;-1.0
tweets2321.xml=0,1,0;0,1,0;-1.0
tweets2427.xml=1,0,0;0,1,0;-1.0
tweets2782.xml=0,1,0;0,1,0;-1.0
tweets2888.xml=0,1,0;1,0,0;-1.0
tweets2532.xml=1,0,0;1,0,0;-1.0
tweets2473.xml=1,0,0;1,0,0;-1.0
tweets2638.xml=1,0,0;1,0,0;-1.0
tweets2802.xml=0,1,0;0,1,0;-1.0
tweets2743.xml=1,0,0;1,0,0;-1.0
tweets2908.xml=1,0,0;1,0,0;-1.0
tweets2684.xml=1,0,0;0,0,1;-1.0
tweets2849.xml=0,0,1;1,0,0;-1.0
tweets2434.xml=1,0,0;0,0,1;-1.0
tweets2895.xml=0,1,0;1,0,0;-1.0
tweets2704.xml=1,0,0;1,0,0;-1.0
tweets2480.xml=0,1,0;1,0,0;-1.0
tweets2645.xml=0,0,1;1,0,0;-1.0
tweets2750.xml=0,0,1;0,0,1;-1.0
tweets2691.xml=0,0,1;1,0,0;-1.0
tweets2856.xml=0,0,1;1,0,0;-1.0
tweets2500.xml=0,0,1;0,0,1;-1.0
tweets2441.xml=1,0,0;0,0,1;-1.0
tweets2606.xml=0,0,1;0,0,1;-1.0
tweets2382.xml=1,0,0;1,0,0;-1.0
tweets2599.xml=1,0,0;0,0,1;-1.0
tweets2711.xml=1,0,0;0,0,1;-1.0
tweets2652.xml=0,0,1;0,0,1;-1.0
tweets2349.xml=0,0,1;0,0,1;-1.0
tweets2402.xml=0,0,1;1,0,0;-1.0
tweets2863.xml=1,0,0;1,0,0;-1.0
tweets2613.xml=0,0,1;0,0,1;-1.0
tweets2356.xml=0,1,0;0,0,1;-1.0
tweets2870.xml=0,0,1;1,0,0;-1.0
tweets2567.xml=0,0,1;1,0,0;-1.0
tweets2620.xml=1,0,0;1,0,0;-1.0
tweets2317.xml=1,0,0;0,0,1;-1.0
tweets2778.xml=1,0,0;1,0,0;-1.0
tweets2831.xml=1,0,0;0,0,1;-1.0
tweets2363.xml=1,0,0;1,0,0;-1.0
tweets2528.xml=1,0,0;1,0,0;-1.0
